"GWL","EXP","GCM","RCM","BC","HM","SH","deltaRecharge"
"GWL-20","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","K1",3.57676226865244
"GWL-20","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","K1",2.90263297648889
"GWL-20","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","K1",6.69435513335668
"GWL-20","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","K1",1.86796782869527
"GWL-20","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","K1",2.21861652585007
"GWL-20","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","K1",14.1564398359556
"GWL-20","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","K1",9.269018106281
"GWL-20","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","K1",-6.75979028616427
"GWL-20","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","K1",-0.174516601364438
"GWL-20","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","K1",18.495522284567
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","K2",2.84507187373886
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","K2",-8.84475531824752
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","K2",21.7373101649752
"GWL-20","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","K2",21.7359040061823
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","K2",-1.19700519399938
"GWL-20","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","K2",9.54266709579898
"GWL-20","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","K2",-4.26278889103837
"GWL-20","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","K2",1.50564261231878
"GWL-20","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","K2",-4.06422177193549
"GWL-20","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","K2",2.41240091257191
"GWL-20","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","K2",-3.34004898057934
"GWL-20","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","K2",-3.90312902185342
"GWL-20","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","K2",10.2803423872486
"GWL-20","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","K2",11.7498824107978
"GWL-20","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","K2",-8.5880550146121
"GWL-20","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","K2",-4.56583360456307
"GWL-20","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","K2",15.4970364202476
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","K3",2.83030944448206
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","K3",-3.67420535057399
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","K3",26.6888650391124
"GWL-20","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","K3",21.9091136894654
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","K3",-0.0128914953583359
"GWL-20","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","K3",13.5336511143936
"GWL-20","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","K3",1.13380039161921
"GWL-20","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","K3",6.60966737866939
"GWL-20","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","K3",-3.54943381382644
"GWL-20","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","K3",2.46772234859158
"GWL-20","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","K3",-5.33895061036907
"GWL-20","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","K3",-3.55602778592994
"GWL-20","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","K3",11.3081118496783
"GWL-20","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","K3",9.02462829158259
"GWL-20","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","K3",-6.25922742507005
"GWL-20","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","K3",5.12849490711869
"GWL-20","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","K3",15.4731060527711
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","K4",4.65494042272294
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","K4",-1.4464977569293
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","K4",22.3210654708741
"GWL-20","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","K4",15.5201040593509
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","K4",11.1759377708031
"GWL-20","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","K4",11.9690418923234
"GWL-20","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","K4",9.58335749013983
"GWL-20","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","K4",0.705634916650921
"GWL-20","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","K4",9.69372651538942
"GWL-20","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","K4",-0.131387507131597
"GWL-20","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","K4",-2.44511190068742
"GWL-20","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","K4",10.2413406565073
"GWL-20","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","K4",17.5356989158438
"GWL-20","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","K4",11.176779334871
"GWL-20","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","K4",-10.8715975921597
"GWL-20","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","K4",1.6329245063847
"GWL-20","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","K4",6.74732235719822
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","K5",4.1609550622238
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","K5",1.2249321331758
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","K5",23.8974052286295
"GWL-20","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","K5",17.7692980846062
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","K5",2.75411311078473
"GWL-20","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","K5",11.9509101281517
"GWL-20","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","K5",5.86402718325578
"GWL-20","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","K5",6.54017182457662
"GWL-20","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","K5",0.302312342891708
"GWL-20","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","K5",1.46205345913311
"GWL-20","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","K5",-4.33916326568804
"GWL-20","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","K5",3.83132277881706
"GWL-20","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","K5",11.8853405659006
"GWL-20","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","K5",7.76554058546974
"GWL-20","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","K5",-7.17710367484696
"GWL-20","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","K5",8.29139489432789
"GWL-20","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","K5",11.2493856181285
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","K6",5.55744632042026
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","K6",0.0905509157262729
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","K6",21.4948881615037
"GWL-20","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","K6",15.9156156618171
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","K6",8.55361003679458
"GWL-20","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","K6",14.4999923402388
"GWL-20","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","K6",8.48627145400549
"GWL-20","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","K6",2.05308968210813
"GWL-20","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","K6",7.58178868464263
"GWL-20","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","K6",0.0308287533618667
"GWL-20","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","K6",-2.35448398562708
"GWL-20","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","K6",11.9369349605404
"GWL-20","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","K6",18.1129622767513
"GWL-20","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","K6",11.9706376205176
"GWL-20","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","K6",-8.61234081643852
"GWL-20","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","K6",1.74641873904426
"GWL-20","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","K6",4.55275620133966
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","K7",4.80564218463055
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","K7",1.94191712601954
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","K7",20.9167717339568
"GWL-20","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","K7",17.0244246127092
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","K7",7.26999058015192
"GWL-20","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","K7",15.1639459442748
"GWL-20","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","K7",7.13906869293179
"GWL-20","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","K7",1.07862884969179
"GWL-20","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","K7",2.99121307833896
"GWL-20","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","K7",-4.64642705712495
"GWL-20","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","K7",-3.50097560483201
"GWL-20","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","K7",10.6300395617776
"GWL-20","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","K7",17.0831357060558
"GWL-20","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","K7",16.0865341827299
"GWL-20","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","K7",-8.70077736588256
"GWL-20","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","K7",1.89056857561709
"GWL-20","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","K7",3.37181651384915
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","L0",0.812150209936591
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","L0",-6.02766155969077
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","L0",21.9885413158583
"GWL-20","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","L0",14.3521751688405
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","L0",0.0810499184522806
"GWL-20","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","L0",2.55126371110226
"GWL-20","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","L0",-2.53203429902417
"GWL-20","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","L0",-0.683160216504985
"GWL-20","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","L0",-5.67781946491828
"GWL-20","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","L0",-10.7453537177802
"GWL-20","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","L0",-6.92402811950903
"GWL-20","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","L0",2.7659469325245
"GWL-20","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","L0",11.5977265470557
"GWL-20","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","L0",10.0085975311804
"GWL-20","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","L0",-12.8211405692623
"GWL-20","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","L0",-3.64583819510669
"GWL-20","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","L0",2.62901530601143
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","L1",4.56484896911218
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","L1",-2.70659871098172
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","L1",22.9451251414239
"GWL-20","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","L1",18.4194259045969
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","L1",3.10442109513358
"GWL-20","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","L1",5.76244101752412
"GWL-20","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","L1",-2.04209875999979
"GWL-20","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","L1",0.62554474363723
"GWL-20","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","L1",-2.28517328712522
"GWL-20","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","L1",-8.9358029859454
"GWL-20","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","L1",-5.11914191545952
"GWL-20","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","L1",3.98751000760005
"GWL-20","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","L1",16.9924777146117
"GWL-20","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","L1",16.7217736437545
"GWL-20","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","L1",-10.3518928482604
"GWL-20","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","L1",-3.2211193701542
"GWL-20","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","L1",3.88663081215901
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","L2",10.1383999417486
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","L2",3.95996208831983
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","L2",22.8450342940002
"GWL-20","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","L2",21.8712637076517
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","L2",7.23887871142459
"GWL-20","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","L2",8.60697057894551
"GWL-20","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","L2",-1.42114273382794
"GWL-20","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","L2",1.33963483432058
"GWL-20","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","L2",4.4962779912306
"GWL-20","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","L2",-6.90093843867359
"GWL-20","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","L2",-2.16749620026101
"GWL-20","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","L2",6.89494399840926
"GWL-20","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","L2",22.5916378376311
"GWL-20","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","L2",27.0994014473486
"GWL-20","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","L2",-5.90395468649203
"GWL-20","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","L2",-3.77145404351206
"GWL-20","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","L2",4.53371090323262
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","L3",8.85601245764363
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","L3",4.44528343025232
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","L3",20.0919981666304
"GWL-20","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","L3",22.3271941526944
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","L3",10.5767853851295
"GWL-20","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","L3",12.1124059004245
"GWL-20","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","L3",2.85916975895695
"GWL-20","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","L3",1.10536034039739
"GWL-20","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","L3",7.2078051702132
"GWL-20","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","L3",-5.99971087665543
"GWL-20","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","L3",-3.43054063957937
"GWL-20","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","L3",8.18597582278238
"GWL-20","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","L3",23.6198746460305
"GWL-20","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","L3",25.6395509452773
"GWL-20","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","L3",-6.56060882677604
"GWL-20","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","L3",-1.25934679818466
"GWL-20","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","L3",5.53477741211148
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","L4",-0.628744036532713
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","L4",-1.91842994182434
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","L4",19.6728959517002
"GWL-20","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","L4",14.7807154564117
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","L4",1.56073482822316
"GWL-20","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","L4",7.17925463396403
"GWL-20","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","L4",0.737402909687157
"GWL-20","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","L4",3.44131734740338
"GWL-20","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","L4",-2.95496567622617
"GWL-20","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","L4",-5.9812209086358
"GWL-20","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","L4",-6.15023619427062
"GWL-20","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","L4",1.27061037632679
"GWL-20","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","L4",12.9791537152327
"GWL-20","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","L4",12.7436337291934
"GWL-20","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","L4",-7.99358507380258
"GWL-20","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","L4",5.22621152266125
"GWL-20","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","L4",4.18557590337094
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","L5",3.1832816799739
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","L5",-1.29404554433146
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","L5",21.5948163144007
"GWL-20","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","L5",17.527699647238
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","L5",3.28395406632471
"GWL-20","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","L5",8.66782454772339
"GWL-20","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","L5",-0.115171350076138
"GWL-20","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","L5",1.50004495066716
"GWL-20","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","L5",-2.37760856762813
"GWL-20","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","L5",-6.94319838910785
"GWL-20","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","L5",-4.66658811339712
"GWL-20","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","L5",1.34504317234994
"GWL-20","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","L5",18.6172259089623
"GWL-20","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","L5",13.4943102188857
"GWL-20","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","L5",-10.1330251897837
"GWL-20","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","L5",1.14409132422968
"GWL-20","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","L5",6.24924695365503
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","L6",9.06965563851507
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","L6",4.76661043206932
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","L6",20.4613600936131
"GWL-20","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","L6",22.5346265520268
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","L6",9.82483227020725
"GWL-20","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","L6",13.5094823016916
"GWL-20","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","L6",3.56567754360162
"GWL-20","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","L6",1.13425935051878
"GWL-20","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","L6",6.92983861382153
"GWL-20","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","L6",-6.72985650579239
"GWL-20","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","L6",-3.55150364715827
"GWL-20","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","L6",9.55373152217254
"GWL-20","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","L6",23.6411736580072
"GWL-20","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","L6",24.4768063231737
"GWL-20","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","L6",-7.0093944111996
"GWL-20","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","L6",-1.4392022853048
"GWL-20","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","L6",4.66463813916673
"GWL-20","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","L7",8.21741865600454
"GWL-20","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","L7",6.19248289962224
"GWL-20","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","L7",15.9966390477067
"GWL-20","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","L7",21.7239513653777
"GWL-20","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","L7",14.2687535600761
"GWL-20","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","L7",13.8652988843929
"GWL-20","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","L7",6.27559086941485
"GWL-20","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","L7",-0.131966411740303
"GWL-20","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","L7",10.391310109996
"GWL-20","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","L7",-6.75570933471052
"GWL-20","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","L7",-4.26734983027911
