"GWL","EXP","GCM","RCM","BC","HM","SH","deltaRecharge"
"GWL-15","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","X3",11.8412744347155
"GWL-15","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","X3",29.5771318282133
"GWL-15","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","X3",9.45001152224312
"GWL-15","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","X3",-5.20186159715658
"GWL-15","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","X3",-0.835590383389762
"GWL-15","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","X3",15.2047074010665
"GWL-15","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","X3",17.8535432932084
"GWL-15","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","X3",5.51292393802592
"GWL-15","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","X3",3.52349812678405
"GWL-15","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","X3",-12.5366751042693
"GWL-15","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","X3",-10.4165234722156
"GWL-15","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","X3",-5.48348495978189
"GWL-15","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","X3",6.04567053398708
"GWL-15","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","X3",-11.0574234515462
"GWL-15","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","X3",-1.76878926566472
"GWL-15","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","X3",-10.9381198516898
"GWL-15","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","X3",2.33590288197432
"GWL-15","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","Y0",12.830997223036
"GWL-15","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","Y0",2.99495381426975
"GWL-15","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","Y0",-6.5801301462769
"GWL-15","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","Y0",-10.9536735899459
"GWL-15","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","Y0",-11.2482606251076
"GWL-15","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","Y0",9.66634116028198
"GWL-15","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","Y0",7.04536722311149
"GWL-15","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","Y0",1.07742857080573
"GWL-15","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","Y0",-4.45997292953273
"GWL-15","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","Y0",-14.4371874157906
"GWL-15","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","Y0",-37.1624235813654
"GWL-15","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","Y0",-0.216684994274219
"GWL-15","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","Y0",2.71286745424106
"GWL-15","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","Y0",11.1329355652057
"GWL-15","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","Y0",30.997175273511
"GWL-15","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","Y0",-8.74289249385863
"GWL-15","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","Y0",-5.38326220769624
"GWL-15","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","Y1",5.74541264132471
"GWL-15","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","Y1",11.6455684412883
"GWL-15","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","Y1",2.96954806281802
"GWL-15","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","Y1",-6.66826772332942
"GWL-15","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","Y1",-5.00129892715501
"GWL-15","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","Y1",8.79903066882664
"GWL-15","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","Y1",8.25604819770125
"GWL-15","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","Y1",1.89442628802363
"GWL-15","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","Y1",-1.542387871561
"GWL-15","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","Y1",-14.026155149671
"GWL-15","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","Y1",-25.4918033809765
"GWL-15","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","Y1",3.03006487476061
"GWL-15","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","Y1",-2.91202122070422
"GWL-15","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","Y1",9.87515195632798
"GWL-15","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","Y1",12.1604625968943
"GWL-15","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","Y1",-4.93103370284563
"GWL-15","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","Y1",-5.35269766868942
"GWL-15","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","Y2",17.5609108376912
"GWL-15","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","Y2",15.2220214821106
"GWL-15","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","Y2",7.95231505176961
"GWL-15","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","Y2",-17.6055602786089
"GWL-15","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","Y2",-4.47347531541864
"GWL-15","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","Y2",9.03546882231023
"GWL-15","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","Y2",9.62209509764185
"GWL-15","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","Y2",0.383764091788574
"GWL-15","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","Y2",4.48298094080319
"GWL-15","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","Y2",-14.3495336749311
"GWL-15","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","Y2",-21.3433635315104
"GWL-15","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","Y2",0.835593252964273
"GWL-15","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","Y2",1.81028195800494
"GWL-15","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","Y2",2.60424265838182
"GWL-15","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","Y2",4.06724045731366
"GWL-15","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","Y2",4.89886900361738
"GWL-15","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","Y2",-2.44698364995443
"GWL-15","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","Y3",14.955738449907
"GWL-15","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","Y3",25.6799027351722
"GWL-15","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","Y3",6.92426978675849
"GWL-15","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","Y3",-17.3716905134666
"GWL-15","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","Y3",-11.2836798027877
"GWL-15","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","Y3",10.1665415924153
"GWL-15","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","Y3",14.8621233780981
"GWL-15","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","Y3",8.61997176996052
"GWL-15","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","Y3",1.35330120634987
"GWL-15","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","Y3",-16.4398442413524
"GWL-15","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","Y3",-19.5288910806361
"GWL-15","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","Y3",-7.27066833171028
"GWL-15","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","Y3",7.27372557589383
"GWL-15","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","Y3",-8.04209906369963
"GWL-15","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","Y3",8.45182814446008
"GWL-15","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","Y3",-7.72353235502925
"GWL-15","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","Y3",2.26748660022427
"GWL-15","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","Y4",17.5092736644149
"GWL-15","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","Y4",26.7109247437013
"GWL-15","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","Y4",2.7308151233062
"GWL-15","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","Y4",-10.8817847671098
"GWL-15","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","Y4",-8.30151699077021
"GWL-15","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","Y4",16.6615824191237
"GWL-15","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","Y4",19.1053504299332
"GWL-15","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","Y4",6.14891738684642
"GWL-15","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","Y4",11.7416492134246
"GWL-15","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","Y4",-17.4148471570271
"GWL-15","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","Y4",-9.63235804157725
"GWL-15","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","Y4",-12.7490001942074
"GWL-15","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","Y4",3.65177410231057
"GWL-15","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","Y4",-13.3293556535784
"GWL-15","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","Y4",-1.11549404586752
"GWL-15","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","Y4",-8.24684007787588
"GWL-15","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","Y4",6.59493029400664
"GWL-15","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","Y5",13.5053213478894
"GWL-15","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","Y5",18.6675676197139
"GWL-15","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","Y5",-0.166830400194828
"GWL-15","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","Y5",-9.39861717930075
"GWL-15","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","Y5",-11.2331784053755
"GWL-15","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","Y5",15.6829317699732
"GWL-15","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","Y5",10.7841037262525
"GWL-15","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","Y5",3.13480297491577
"GWL-15","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","Y5",13.8874731566339
"GWL-15","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","Y5",-15.0096391555156
"GWL-15","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","Y5",-11.8177268388457
"GWL-15","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","Y5",-12.5867332938854
"GWL-15","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","Y5",2.97002964655384
"GWL-15","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","Y5",-10.5999988993848
"GWL-15","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","Y5",4.18619074734463
"GWL-15","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","Y5",-6.22609822890405
"GWL-15","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","Y5",4.72221623249218
"GWL-15","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","Y6",6.84046908086313
"GWL-15","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","Y6",14.6500928934063
"GWL-15","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","Y6",0.813102744231364
"GWL-15","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","Y6",-5.72634116131097
"GWL-15","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","Y6",-11.9978455337116
"GWL-15","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","Y6",11.1961196343743
"GWL-15","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","Y6",8.84274398661917
"GWL-15","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","Y6",5.26193832852886
"GWL-15","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","Y6",6.86968643463697
"GWL-15","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","Y6",-13.583447676336
"GWL-15","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","Y6",-13.6935476232481
"GWL-15","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","Y6",-6.72582802368308
"GWL-15","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","Y6",2.12797557193127
"GWL-15","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","Y6",-4.05346539246998
"GWL-15","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","Y6",3.84380672562381
"GWL-15","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","Y6",-6.98614827487251
"GWL-15","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","Y6",6.22657067270598
"GWL-15","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","Y7",-2.30094038914225
"GWL-15","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","Y7",10.2401668952812
"GWL-15","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","Y7",-0.89390290763921
"GWL-15","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","Y7",-6.92257091789018
"GWL-15","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","Y7",2.32203415424084
"GWL-15","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","Y7",9.2014326250019
"GWL-15","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","Y7",2.3646289658078
"GWL-15","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","Y7",6.34664560257598
"GWL-15","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","Y7",-4.08121877708214
"GWL-15","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","Y7",-17.3133837800375
"GWL-15","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","Y7",-7.87237433338142
"GWL-15","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","Y7",-10.9646286811561
"GWL-15","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","Y7",-5.03318529607609
"GWL-15","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","Y7",-4.13972697781497
"GWL-15","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","Y7",-8.68161701210782
"GWL-15","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","Y7",-7.55859373007871
"GWL-15","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","Y7",4.91977779719006
"GWL-15","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","Y8",-2.13492996620813
"GWL-15","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","Y8",7.1840848467305
"GWL-15","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","Y8",3.07592672842605
"GWL-15","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","Y8",0.412228718139906
"GWL-15","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","Y8",0.752143047793474
"GWL-15","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","Y8",11.1926637400463
"GWL-15","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","Y8",4.09392660411199
"GWL-15","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","Y8",1.41071664992141
"GWL-15","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","Y8",-4.32939483810428
"GWL-15","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","Y8",-17.8820440625993
"GWL-15","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","Y8",-10.7258024416768
"GWL-15","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","Y8",-12.189442483865
"GWL-15","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","Y8",-10.9479947811614
"GWL-15","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","Y8",-8.3118101413561
"GWL-15","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","Y8",-8.28249643999651
"GWL-15","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","Y8",-7.35431738022599
"GWL-15","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","Y8",-1.66251180036225
"GWL-15","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","Y9",2.4505315048049
"GWL-15","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","Y9",4.53394482556571
"GWL-15","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","Y9",0.998055093538275
"GWL-15","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","Y9",-8.39834173585867
"GWL-15","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","Y9",-2.11991546101925
"GWL-15","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","Y9",8.65289629679344
"GWL-15","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","Y9",0.00874208721171054
"GWL-15","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","Y9",7.99837256682425
"GWL-15","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","Y9",-1.78833101504779
"GWL-15","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","Y9",-19.942217089179
"GWL-15","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","Y9",-9.86089455150097
"GWL-15","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","Y9",-12.6217791512627
"GWL-15","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","Y9",-2.84664048404439
"GWL-15","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","Y9",-9.84491743546141
"GWL-15","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","Y9",-0.85425990651864
"GWL-15","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","Y9",-10.258506188632
"GWL-15","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","Y9",5.16721274259322
"GWL-15","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","Z4",10.5451978991332
"GWL-15","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","Z4",1.16219171943868
"GWL-15","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","Z4",-1.66854402896406
"GWL-15","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","Z4",4.48039944375891
"GWL-15","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","Z4",-2.11610001680677
"GWL-15","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","Z4",4.4199912970059
"GWL-15","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","Z4",2.67606377079854
"GWL-15","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","Z4",5.32683498693611
"GWL-15","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","Z4",1.40681835875658
"GWL-15","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","Z4",-10.5889967504565
"GWL-15","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","Z4",-7.9621057429495
"GWL-15","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","Z4",12.6184175601459
"GWL-15","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","Z4",-0.736644997391644
"GWL-15","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","Z4",8.89983446870208
"GWL-15","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","Z4",-10.165581072886
"GWL-15","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","Z4",2.96868329181756
"GWL-15","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","Z4",-3.04554788327509
"GWL-15","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","Z5",7.30434993585087
"GWL-15","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","Z5",11.029915299322
"GWL-15","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","Z5",-3.40953454802557
"GWL-15","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","Z5",5.92660782356527
"GWL-15","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","Z5",-0.712621113109146
"GWL-15","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","Z5",5.94913903466412
"GWL-15","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","Z5",8.59109043863131
"GWL-15","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","Z5",7.58626161265776
"GWL-15","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","Z5",1.33923289084561
"GWL-15","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","Z5",-13.1194231445875
"GWL-15","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","Z5",-14.8004649923092
"GWL-15","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","Z5",6.8173881195603
"GWL-15","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","Z5",-2.6464970489568
"GWL-15","historical-rcp85","MPI-ESM-LR","REMO","ADAMONT","RECHARGE","Z5",-1.47439892118407
"GWL-15","historical-rcp85","NorESM1-M","HIRHAM5","ADAMONT","RECHARGE","Z5",-10.9827174238391
"GWL-15","historical-rcp85","NorESM1-M","REMO","ADAMONT","RECHARGE","Z5",-3.26800721469617
"GWL-15","historical-rcp85","NorESM1-M","WRF381P","ADAMONT","RECHARGE","Z5",0.438646761066042
"GWL-15","historical-rcp85","CNRM-CM5","ALADIN63","ADAMONT","RECHARGE","Z6",5.27226085488344
"GWL-15","historical-rcp85","CNRM-CM5","HadREM3-GA7","ADAMONT","RECHARGE","Z6",18.882341487546
"GWL-15","historical-rcp85","EC-EARTH","HadREM3-GA7","ADAMONT","RECHARGE","Z6",6.09116312780824
"GWL-15","historical-rcp85","EC-EARTH","RACMO22E","ADAMONT","RECHARGE","Z6",9.98272038444916
"GWL-15","historical-rcp85","EC-EARTH","RCA4","ADAMONT","RECHARGE","Z6",-0.0205935316598849
"GWL-15","historical-rcp85","HadGEM2-ES","ALADIN63","ADAMONT","RECHARGE","Z6",9.24143888095044
"GWL-15","historical-rcp85","HadGEM2-ES","CCLM4-8-17","ADAMONT","RECHARGE","Z6",10.7151568408229
"GWL-15","historical-rcp85","HadGEM2-ES","HadREM3-GA7","ADAMONT","RECHARGE","Z6",6.8824087910454
"GWL-15","historical-rcp85","HadGEM2-ES","RegCM4-6","ADAMONT","RECHARGE","Z6",0.506659800779707
"GWL-15","historical-rcp85","IPSL-CM5A-MR","HIRHAM5","ADAMONT","RECHARGE","Z6",-13.7489653113458
"GWL-15","historical-rcp85","IPSL-CM5A-MR","RCA4","ADAMONT","RECHARGE","Z6",-14.278748423811
"GWL-15","historical-rcp85","MPI-ESM-LR","CCLM4-8-17","ADAMONT","RECHARGE","Z6",-1.2240255104612
"GWL-15","historical-rcp85","MPI-ESM-LR","RegCM4-6","ADAMONT","RECHARGE","Z6",-0.577899299655493
