GCM-RCM;ZH;deltaDegre;ref;fut;surface
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_DJF.nc;G5;2.268;5.26;7.528;242
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_DJF.nc;S3;2.137;7.062;9.199;1523
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_DJF.nc;G4;2.295;4.717;7.012;300
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_DJF.nc;S2;2.263;6.36;8.623;2029
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_DJF.nc;S5;2.034;8.13;10.164;370
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_DJF.nc;S4;2.147;7.428;9.575;1554
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_DJF.nc;S6;2.173;7.177;9.349;200
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_DJF.nc;S9;2.127;3.015;5.142;74
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_DJF.nc;K1;2.25;3.27;5.52;11062
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_DJF.nc;K0;2.297;1.921;4.217;7272
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_DJF.nc;S1;2.067;6.958;9.025;2790
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_DJF.nc;S0;2.104;6.708;8.811;1911
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_DJF.nc;J9;2.14;6.097;8.236;1522
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_DJF.nc;B2;2.447;2.433;4.88;1439
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_DJF.nc;B1;2.391;1.923;4.314;1321
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_DJF.nc;B4;2.401;2.608;5.01;1652
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_DJF.nc;B3;2.393;2.921;5.314;945
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_DJF.nc;B6;2.372;2.274;4.646;90
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_DJF.nc;B5;2.414;2.849;5.263;1446
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_DJF.nc;J2;2.131;6.566;8.696;1956
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_DJF.nc;B7;2.384;2.404;4.788;470
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_DJF.nc;J1;2.237;6.119;8.356;2960
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_DJF.nc;J4;2.058;6.652;8.71;2856
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_DJF.nc;J3;2.077;6.728;8.805;4241
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_DJF.nc;J6;2.094;6.519;8.612;1618
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_DJF.nc;J5;2.163;5.889;8.052;2612
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_DJF.nc;J8;2.198;5.754;7.952;3605
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_DJF.nc;R2;2.29;5.744;8.034;1191
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_DJF.nc;J7;2.225;5.641;7.865;5707
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_DJF.nc;B0;2.346;1.9;4.247;447
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_DJF.nc;R1;2.314;5.435;7.749;1460
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_DJF.nc;R4;2.272;6.167;8.439;881
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_DJF.nc;R3;2.241;6.109;8.35;1497
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_DJF.nc;R6;2.192;5.961;8.154;1327
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_DJF.nc;R5;2.204;6.329;8.533;1378
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_DJF.nc;R8;1.934;6.959;8.893;55
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_DJF.nc;J0;2.229;5.85;8.079;2767
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_DJF.nc;R7;2.097;6.505;8.602;772
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_DJF.nc;A9;2.432;2.257;4.689;3836
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_DJF.nc;A8;2.417;2.63;5.048;2079
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_DJF.nc;R0;2.274;5.367;7.641;1348
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_DJF.nc;I9;2.162;5.172;7.334;1107
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_DJF.nc;Z4;2.007;7.825;9.832;3
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_DJF.nc;A1;2.5;1.838;4.338;1808
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_DJF.nc;I8;2.183;5.092;7.275;477
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_DJF.nc;A0;2.506;2.627;5.133;895
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_DJF.nc;Z6;1.994;7.039;9.033;175
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_DJF.nc;A3;2.496;2.384;4.88;2549
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_DJF.nc;Z5;1.954;7.334;9.288;254
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_DJF.nc;Z8;2.098;8.97;11.068;27
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_DJF.nc;A2;2.498;2.075;4.573;2953
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_DJF.nc;A5;2.456;2.221;4.677;1930
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_DJF.nc;A4;2.535;1.31;3.845;1784
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_DJF.nc;Q9;2.123;6.441;8.564;1028
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_DJF.nc;A7;2.432;2.583;5.015;2670
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_DJF.nc;A6;2.455;1.988;4.443;3092
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_DJF.nc;Q8;2.148;7.505;9.653;1083
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_DJF.nc;I1;2.266;5.178;7.444;1809
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_DJF.nc;I0;2.289;4.664;6.953;1308
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_DJF.nc;I3;2.27;5.645;7.915;543
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_DJF.nc;I2;2.277;4.659;6.936;2971
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_DJF.nc;I5;2.082;6.43;8.512;1468
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_DJF.nc;I4;2.217;5.53;7.746;2063
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_DJF.nc;I7;2.153;5.703;7.856;1112
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_DJF.nc;I6;2.066;6.52;8.586;1255
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;M1;3.357;18.932;22.289;8294
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;M0;3.291;18.743;22.034;7963
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;M3;3.104;18.253;21.358;5838
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;M2;3.102;19.603;22.704;21
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;U4;4.047;19.883;23.93;4014
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;U1;4.014;19.03;23.043;5793
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;U0;4.002;18.612;22.614;6186
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;U3;3.941;19.647;23.588;5720
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;U2;4.222;17.756;21.978;7728
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;L4;3.692;18.622;22.314;3885
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;L3;3.486;19.68;23.166;818
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;L6;3.511;19.679;23.19;1772
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;L5;3.608;19.117;22.725;3913
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;L8;3.318;19.549;22.868;3667
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;L7;3.348;19.698;23.046;1312
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;D0;3.321;17.468;20.79;1133
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;L9;3.197;19.634;22.831;1484
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;L0;3.68;18.459;22.139;4402
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;L2;3.466;19.504;22.97;3218
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;L1;3.529;19.485;23.014;1841
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;K3;3.848;18.362;22.21;5605
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;K2;3.97;16.779;20.749;8745
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;K5;3.731;18.908;22.639;6822
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;K4;3.557;19.119;22.675;10008
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;K7;3.489;19.388;22.876;3446
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;K6;3.509;19.291;22.8;7121
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;O1;3.536;18.217;21.754;4132
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;O0;3.503;16.947;20.45;5818
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;O3;3.877;18.826;22.703;5301
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;O2;3.161;20.997;24.157;5193
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;O5;3.506;19.896;23.402;5961
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;O4;3.532;20.17;23.703;4491
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;F6;3.598;18.497;22.095;7321
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;W1;4.208;12.829;17.036;3064
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;F5;3.861;18.18;22.042;5515
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;W0;4.252;12.029;16.281;2711
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;W3;4.17;18.481;22.651;2497
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;W2;4.279;13.259;17.537;3619
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;F7;3.253;19.461;22.714;1105
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;N6;3.117;20.004;23.121;771
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;N5;3.174;19.613;22.787;404
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;N8;2.904;19.941;22.845;1301
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;N7;3.146;19.47;22.616;590
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;F0;3.782;18.58;22.362;3972
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;F2;3.665;18.929;22.593;1712
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;F1;3.77;18.605;22.375;4595
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;F4;3.53;18.933;22.463;9621
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;F3;3.835;18.762;22.597;10836
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;N0;2.688;19.036;21.724;1075
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;N2;2.819;19.296;22.115;619
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;N1;2.867;19.142;22.009;753
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;N4;3.288;19.767;23.056;1216
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;N3;3.067;19.33;22.397;1973
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;V6;3.455;21.001;24.456;2137
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;V5;3.832;20.702;24.535;5731
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;V7;3.394;22.697;26.09;3702
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;E5;2.625;16.944;19.569;3202
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;V0;4.45;15.179;19.629;3445
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;E4;2.375;17.151;19.526;2241
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;V2;4.348;17.245;21.593;3760
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;E6;2.963;17.423;20.385;6568
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;V1;4.425;18.123;22.548;5949
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;V4;3.981;19.53;23.511;4936
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;V3;4.064;19.789;23.853;5191
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;M5;3.177;19.473;22.65;1856
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;M4;3.095;19.521;22.616;233
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;M7;3.149;19.168;22.317;2356
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;M6;3.126;19.185;22.311;2540
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;M8;2.969;19.164;22.132;2581
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;E1;3.093;17.791;20.884;2658
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;E3;2.801;17.543;20.344;2825
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;Q1;3.154;20.446;23.6;1586
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;E2;2.979;17.865;20.844;1210
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;Q0;3.21;19.121;22.331;2461
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;Q3;2.983;20.614;23.597;2194
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;Q2;3.034;20.615;23.649;3146
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;Q5;3.029;20.044;23.073;1425
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;Q4;3.512;14.115;17.627;1368
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;Q7;2.99;18.998;21.988;1534
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;Y9;3.405;21.345;24.749;2858
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;Q6;3.35;15.293;18.643;1089
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;Y8;3.704;20.919;24.623;2698
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;Y1;3.549;20.602;24.151;5327
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;Y0;3.691;19.757;23.448;5199
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;Y3;3.442;23.226;26.668;3125
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;Y2;3.822;21.353;25.175;4403
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;H7;2.452;17.458;19.91;628
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;Y5;3.405;22.044;25.449;4493
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;Y4;3.319;22.696;26.015;4635
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;Y7;3.473;20.835;24.308;3118
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;Y6;3.969;16.577;20.546;3977
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;P8;3.237;20.479;23.715;1037
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;P7;3.42;20.145;23.566;2799
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;H0;3.373;17.838;21.212;4977
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;P9;3.161;20.971;24.132;594
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;H2;3.246;18.035;21.28;4017
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;H1;3.617;18.232;21.848;7940
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;H4;3.246;18.038;21.284;6017
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;H3;3.103;17.774;20.878;4070
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;H6;3.003;17.393;20.396;2312
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;P0;3.979;16.287;20.266;3289
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;H5;2.746;17.303;20.048;2035
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;P2;3.477;20.159;23.636;3067
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;P1;3.8;17.669;21.47;3300
tasAdjust_FR_rcp85_CNRM-CM5-LR_HadREM3-GA7-05_ADAMONT_seasmean_1952-2100_JJA.nc;P4;3.522;20.316;23.839;1282
