ZH,Variable,Saison,NivRechauf,GCM,RCM,delta,surface
G6,RR,seas-DJF,GWL-30,MPI-ESM-LR,RegCM4-6,0.317465868831746,456.42
X3,RR,seas-DJF,GWL-30,MPI-ESM-LR,RegCM4-6,0.469550820780941,2639.98
O7,RR,seas-DJF,GWL-30,MPI-ESM-LR,RegCM4-6,0.126308360007743,5705.78
O6,RR,seas-DJF,GWL-30,MPI-ESM-LR,RegCM4-6,0.00305328202507715,7251.55
O9,RR,seas-DJF,GWL-30,MPI-ESM-LR,RegCM4-6,0.115472193160658,6511.54
O8,RR,seas-DJF,GWL-30,MPI-ESM-LR,RegCM4-6,0.100520364223855,5820.81
G1,RR,seas-DJF,GWL-30,MPI-ESM-LR,RegCM4-6,0.314075114090442,345.94
G0,RR,seas-DJF,GWL-30,MPI-ESM-LR,RegCM4-6,0.303741358681053,765.17
G3,RR,seas-DJF,GWL-30,MPI-ESM-LR,RegCM4-6,0.329608550362143,228.18
G2,RR,seas-DJF,GWL-30,MPI-ESM-LR,RegCM4-6,0.28217836544154,1034.43
G5,RR,seas-DJF,GWL-30,MPI-ESM-LR,RegCM4-6,0.363068511886387,246.4
S3,RR,seas-DJF,GWL-30,MPI-ESM-LR,RegCM4-6,0.238784542696907,1529.96
G4,RR,seas-DJF,GWL-30,MPI-ESM-LR,RegCM4-6,0.337465070537486,300.06
S2,RR,seas-DJF,GWL-30,MPI-ESM-LR,RegCM4-6,0.142595454469579,2028.55
S5,RR,seas-DJF,GWL-30,MPI-ESM-LR,RegCM4-6,-0.0473753813702507,369.87
S4,RR,seas-DJF,GWL-30,MPI-ESM-LR,RegCM4-6,0.204258321695935,1556.7
S6,RR,seas-DJF,GWL-30,MPI-ESM-LR,RegCM4-6,-0.0404820860320128,276.97
S9,RR,seas-DJF,GWL-30,MPI-ESM-LR,RegCM4-6,-0.110992483282086,73.83
K1,RR,seas-DJF,GWL-30,MPI-ESM-LR,RegCM4-6,0.261613418901044,11061.51
K0,RR,seas-DJF,GWL-30,MPI-ESM-LR,RegCM4-6,0.192961345744123,7272.23
S1,RR,seas-DJF,GWL-30,MPI-ESM-LR,RegCM4-6,0.24154398896233,2790.41
S0,RR,seas-DJF,GWL-30,MPI-ESM-LR,RegCM4-6,0.317862341110027,1910.73
J9,RR,seas-DJF,GWL-30,MPI-ESM-LR,RegCM4-6,0.401317885848613,1525.76
B2,RR,seas-DJF,GWL-30,MPI-ESM-LR,RegCM4-6,0.352897220586931,1438.55
B1,RR,seas-DJF,GWL-30,MPI-ESM-LR,RegCM4-6,0.372343991667019,1321.05
B4,RR,seas-DJF,GWL-30,MPI-ESM-LR,RegCM4-6,0.445045041256752,1652.17
B3,RR,seas-DJF,GWL-30,MPI-ESM-LR,RegCM4-6,0.426152661363218,945.43
B6,RR,seas-DJF,GWL-30,MPI-ESM-LR,RegCM4-6,0.45043800974963,89.89
B5,RR,seas-DJF,GWL-30,MPI-ESM-LR,RegCM4-6,0.431849285024862,1446.48
J2,RR,seas-DJF,GWL-30,MPI-ESM-LR,RegCM4-6,0.251911290612792,1956.41
B7,RR,seas-DJF,GWL-30,MPI-ESM-LR,RegCM4-6,0.451804022137546,470.24
J1,RR,seas-DJF,GWL-30,MPI-ESM-LR,RegCM4-6,0.287727101796551,2963.99
J4,RR,seas-DJF,GWL-30,MPI-ESM-LR,RegCM4-6,0.336778579824871,2858.66
J3,RR,seas-DJF,GWL-30,MPI-ESM-LR,RegCM4-6,0.302406118006932,4248.04
J6,RR,seas-DJF,GWL-30,MPI-ESM-LR,RegCM4-6,0.393829078523545,1618.75
J5,RR,seas-DJF,GWL-30,MPI-ESM-LR,RegCM4-6,0.322910380834666,2612.19
J8,RR,seas-DJF,GWL-30,MPI-ESM-LR,RegCM4-6,0.370895851969997,3604.79
R2,RR,seas-DJF,GWL-30,MPI-ESM-LR,RegCM4-6,0.380983445440048,1191.39
J7,RR,seas-DJF,GWL-30,MPI-ESM-LR,RegCM4-6,0.342677384425377,5706.93
B0,RR,seas-DJF,GWL-30,MPI-ESM-LR,RegCM4-6,0.38195878709446,446.6
R1,RR,seas-DJF,GWL-30,MPI-ESM-LR,RegCM4-6,0.330726131159293,1460.15
R4,RR,seas-DJF,GWL-30,MPI-ESM-LR,RegCM4-6,0.301956450742333,880.76
R3,RR,seas-DJF,GWL-30,MPI-ESM-LR,RegCM4-6,0.334990382646977,1496.84
R6,RR,seas-DJF,GWL-30,MPI-ESM-LR,RegCM4-6,0.356489955792129,1327.03
R5,RR,seas-DJF,GWL-30,MPI-ESM-LR,RegCM4-6,0.29963091226882,1377.87
R8,RR,seas-DJF,GWL-30,MPI-ESM-LR,RegCM4-6,0.402843034785688,54.96
J0,RR,seas-DJF,GWL-30,MPI-ESM-LR,RegCM4-6,0.32516980210954,2770.78
R7,RR,seas-DJF,GWL-30,MPI-ESM-LR,RegCM4-6,0.362632940538814,771.57
A9,RR,seas-DJF,GWL-30,MPI-ESM-LR,RegCM4-6,0.423555207709024,3836.21
A8,RR,seas-DJF,GWL-30,MPI-ESM-LR,RegCM4-6,0.406656347474785,2078.69
R0,RR,seas-DJF,GWL-30,MPI-ESM-LR,RegCM4-6,0.361521637585891,1347.63
I9,RR,seas-DJF,GWL-30,MPI-ESM-LR,RegCM4-6,0.272630097427731,1107.13
Z4,RR,seas-DJF,GWL-30,MPI-ESM-LR,RegCM4-6,0.282645910978317,19.33
A1,RR,seas-DJF,GWL-30,MPI-ESM-LR,RegCM4-6,0.419555111975357,1807.57
I8,RR,seas-DJF,GWL-30,MPI-ESM-LR,RegCM4-6,0.284592368172123,476.91
A0,RR,seas-DJF,GWL-30,MPI-ESM-LR,RegCM4-6,0.532718886101386,894.59
Z6,RR,seas-DJF,GWL-30,MPI-ESM-LR,RegCM4-6,0.414087579642821,177.96
A3,RR,seas-DJF,GWL-30,MPI-ESM-LR,RegCM4-6,0.494215001260419,2548.93
Z5,RR,seas-DJF,GWL-30,MPI-ESM-LR,RegCM4-6,0.464825096604895,261.57
Z8,RR,seas-DJF,GWL-30,MPI-ESM-LR,RegCM4-6,0.306485672218437,29.09
A2,RR,seas-DJF,GWL-30,MPI-ESM-LR,RegCM4-6,0.496716799093808,2952.76
A5,RR,seas-DJF,GWL-30,MPI-ESM-LR,RegCM4-6,0.415595747216734,1929.62
A4,RR,seas-DJF,GWL-30,MPI-ESM-LR,RegCM4-6,0.328081881511774,1783.78
Q9,RR,seas-DJF,GWL-30,MPI-ESM-LR,RegCM4-6,-0.0511064178481296,1028.41
A7,RR,seas-DJF,GWL-30,MPI-ESM-LR,RegCM4-6,0.403754273431338,2670.23
A6,RR,seas-DJF,GWL-30,MPI-ESM-LR,RegCM4-6,0.382901496594525,3091.91
Q8,RR,seas-DJF,GWL-30,MPI-ESM-LR,RegCM4-6,-0.0129177520813501,1082.74
I1,RR,seas-DJF,GWL-30,MPI-ESM-LR,RegCM4-6,0.25009610551777,1809.45
I0,RR,seas-DJF,GWL-30,MPI-ESM-LR,RegCM4-6,0.21296578139663,1308.03
I3,RR,seas-DJF,GWL-30,MPI-ESM-LR,RegCM4-6,0.255869077423887,543.24
I2,RR,seas-DJF,GWL-30,MPI-ESM-LR,RegCM4-6,0.266985601513819,2970.59
I5,RR,seas-DJF,GWL-30,MPI-ESM-LR,RegCM4-6,0.339017780995627,1468.12
I4,RR,seas-DJF,GWL-30,MPI-ESM-LR,RegCM4-6,0.253203285004163,2069.33
I7,RR,seas-DJF,GWL-30,MPI-ESM-LR,RegCM4-6,0.356014264771869,1113.63
I6,RR,seas-DJF,GWL-30,MPI-ESM-LR,RegCM4-6,0.32758226308131,1261.29
M1,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.275135811070367,8294.27
M0,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.288369047658562,7963.25
M3,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.279694835075416,5837.92
M2,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.325658650243876,20.6
U4,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.434283169372222,4014.05
U1,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.452499287425473,5793
U0,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.425449966138055,6186.06
U3,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.408371132069273,5720.16
U2,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.347978883781177,7728.47
L4,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.236937380295756,3884.86
L3,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.311310591282692,818.31
L6,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.241076922035739,1772
L5,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.254108485866392,3912.9
L8,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.362067470340001,3666.97
L7,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.275224985039978,1311.67
D0,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.340344894069399,1133.29
L9,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.274958666374191,1483.68
L0,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.218192754209517,4402.03
L2,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.36561684056855,3217.75
L1,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.310521785297717,1840.6
K3,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.34016149520049,5604.72
K2,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.363969878433851,8744.54
K5,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.255024848020776,6822.06
K4,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.261770132319716,10007.58
K7,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.229960264207818,3446.26
K6,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.248810507808195,7121.46
O1,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,-0.0606974069563427,4131.8
O0,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.00360019052025833,5818.12
O3,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.0864449588521609,5301.03
O2,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.0294701775738685,5193.2
O5,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.085284309683988,5960.67
O4,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,-0.0117847929798419,4490.53
F6,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.308500659106351,7320.53
W1,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.244588546955195,3063.94
F5,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.299066074636824,5514.57
W0,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.25107100209954,2711.46
W3,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.289553625897346,2497.41
W2,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.341492576882063,3619.5
F7,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.277144273706397,1105.04
N6,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.264728892895833,770.63
N5,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.20261547473699,403.72
N8,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.229333986495707,1300.74
N7,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.19136054198942,590.11
F0,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.307229812302827,3971.64
F2,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.310088292703991,1712.15
F1,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.309593612193396,4595.06
F4,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.303306701668518,9621.44
F3,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.324593630356651,10835.87
N0,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.23609667149224,1074.69
N2,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.249545650511958,619.39
N1,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.234998646541766,752.6
N4,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.20529821029101,1215.52
N3,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.239134549299981,1973.03
V6,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.414707659904055,2136.99
V5,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.225180848908711,5731.3
V7,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.0807675953028267,3702.39
E5,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.327314843634142,3208.7
V0,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.351006415627465,3444.74
E4,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.476121558113383,2242
V2,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.296296361059421,3759.62
E6,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.338071402580838,6568.99
V1,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.40103166721154,5949.32
V4,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.360742838308031,4936.32
V3,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.528809305071814,5190.89
M5,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.333182827995799,1855.87
M4,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.332189231461541,233.31
M7,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.237352051946651,2355.95
M6,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.28791431209001,2539.61
M8,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.251753149184719,2581.19
E1,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.344324923387574,2658.4
E3,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.413711290089901,2825.43
Q1,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.0274819407449119,1585.53
E2,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.361376437585811,1209.69
Q0,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,-0.000895902176747919,2461.06
Q3,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.0808470059905562,2194.24
Q2,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.109007671344744,3146.1
Q5,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.00407672219099498,1425.1
Q4,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.00152479284668191,1368.2
Q7,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.010413703842259,1534.31
Y9,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.0855561644790063,2891.97
Q6,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,-0.0186524310180295,1089.34
Y8,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.0394033805402293,2698.61
Y1,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.029255359270293,5326.53
Y0,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.332324100807761,5199.28
Y3,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,-0.039480574004267,3125.25
Y2,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.053666232576408,4403.45
H7,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.283007095413405,628.02
Y5,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.0624691398591735,4495.86
Y4,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.102961535264453,4636.41
Y7,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.153330354782166,3133.22
Y6,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.187555878494838,3977.39
P8,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.270947574136911,1037.04
P7,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.274940734428249,2798.82
H0,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.306708618992856,4977.37
P9,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.316798661063755,594.17
H2,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.31679118379897,4017.04
H1,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.311713521575195,7940.09
H4,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.311604364220634,6017.36
H3,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.268867626427728,4070.19
H6,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.257726243693084,2312.37
P0,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.230435070222216,3288.88
H5,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.252493744934439,2035.43
P2,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.158421960468352,3067.22
P1,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.200726383599648,3300.37
P4,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.197833099279966,1281.93
P3,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.219979616226499,2448.69
P6,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.233419198118894,3746.82
P5,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.228905143117503,2393.78
X0,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.339682054272209,4831.02
X2,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.234677917549586,2297.71
G7,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.297675101286073,479.97
X1,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.285025438081232,4602.76
G6,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.288521887928161,456.42
X3,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.229515690350682,2639.98
O7,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.193219908811623,5705.78
O6,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.0891304690007774,7251.55
O9,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.198941934026401,6511.54
O8,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.144336657922533,5820.81
G1,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.339119472608811,345.94
G0,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.34694882976664,765.17
G3,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.289818215206574,228.18
G2,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.288596339415441,1034.43
G5,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.304335819415966,246.4
S3,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.223328565229501,1529.96
G4,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.297638304666628,300.06
S2,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.16539767855813,2028.55
S5,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.0892765728979901,369.87
S4,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.180996483555058,1556.7
S6,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.0476744537872653,276.97
S9,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,-0.0185155837108381,73.83
K1,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.342144459343088,11061.51
K0,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.371811745285751,7272.23
S1,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.26635936753522,2790.41
S0,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.277456622049746,1910.73
J9,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.259259506892391,1525.76
B2,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.408833576707949,1438.55
B1,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.456600497100854,1321.05
B4,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.310491161179513,1652.17
B3,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.313998580959921,945.43
B6,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.386843204275111,89.89
B5,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.318519444366631,1446.48
J2,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.290632456254082,1956.41
B7,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.421072967967288,470.24
J1,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.326714736259148,2963.99
J4,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.213923914928316,2858.66
J3,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.221946204082652,4248.04
J6,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.17049233212587,1618.75
J5,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.215615737108552,2612.19
J8,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.290699360054352,3604.79
R2,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.322180958918784,1191.39
J7,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.299299180688285,5706.93
B0,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.405215712538497,446.6
R1,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.241195624324947,1460.15
R4,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.323742661289431,880.76
R3,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.305694248705045,1496.84
R6,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.273939143362492,1327.03
R5,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.300914217022607,1377.87
R8,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.277936154694083,54.96
J0,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.334817648778953,2770.78
R7,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.28731893527186,771.57
A9,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.408878177199658,3836.21
A8,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.373703766253994,2078.69
R0,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.327790288275393,1347.63
I9,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.209428101260948,1107.13
Z4,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.297640323638916,19.33
A1,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.536929475321623,1807.57
I8,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.187613613955314,476.91
A0,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.491116318351225,894.59
Z6,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.289937249807454,177.96
A3,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.446475151849273,2548.93
Z5,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.214364158229783,261.57
Z8,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,-0.0703280806017477,29.09
A2,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.570724836987655,2952.76
A5,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.478471806757649,1929.62
A4,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.379817815612216,1783.78
Q9,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.0159795265015862,1028.41
A7,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.390279337139763,2670.23
A6,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.396337888977223,3091.91
Q8,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.10025983851064,1082.74
I1,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.243345796813582,1809.45
I0,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.183359920765913,1308.03
I3,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.286050276252519,543.24
I2,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.310680109963485,2970.59
I5,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.251929554703266,1468.12
I4,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.23268480359335,2069.33
I7,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.227275842485438,1113.63
I6,RR,seas-DJF,GWL-30,MPI-ESM-LR,REMO2009,0.252699246267822,1261.29
M1,RR,seas-DJF,GWL-30,NorESM1-M,HIRHAM5,0.232662349037415,8294.27
M0,RR,seas-DJF,GWL-30,NorESM1-M,HIRHAM5,0.244451230810821,7963.25
M3,RR,seas-DJF,GWL-30,NorESM1-M,HIRHAM5,0.213519757193275,5837.92
M2,RR,seas-DJF,GWL-30,NorESM1-M,HIRHAM5,0.204338491807892,20.6
U4,RR,seas-DJF,GWL-30,NorESM1-M,HIRHAM5,0.251736999514409,4014.05
U1,RR,seas-DJF,GWL-30,NorESM1-M,HIRHAM5,0.229167634868325,5793
U0,RR,seas-DJF,GWL-30,NorESM1-M,HIRHAM5,0.223544518008474,6186.06
U3,RR,seas-DJF,GWL-30,NorESM1-M,HIRHAM5,0.222957687812663,5720.16
U2,RR,seas-DJF,GWL-30,NorESM1-M,HIRHAM5,0.149652647932134,7728.47
L4,RR,seas-DJF,GWL-30,NorESM1-M,HIRHAM5,0.139277229198266,3884.86
L3,RR,seas-DJF,GWL-30,NorESM1-M,HIRHAM5,0.213984377682954,818.31
L6,RR,seas-DJF,GWL-30,NorESM1-M,HIRHAM5,0.162943815315311,1772
L5,RR,seas-DJF,GWL-30,NorESM1-M,HIRHAM5,0.145582709644163,3912.9
L8,RR,seas-DJF,GWL-30,NorESM1-M,HIRHAM5,0.229816396181652,3666.97
L7,RR,seas-DJF,GWL-30,NorESM1-M,HIRHAM5,0.205078767667239,1311.67
D0,RR,seas-DJF,GWL-30,NorESM1-M,HIRHAM5,0.285197002511268,1133.29
L9,RR,seas-DJF,GWL-30,NorESM1-M,HIRHAM5,0.203636576888296,1483.68
L0,RR,seas-DJF,GWL-30,NorESM1-M,HIRHAM5,0.0333439652331552,4402.03
L2,RR,seas-DJF,GWL-30,NorESM1-M,HIRHAM5,0.231162437154107,3217.75
L1,RR,seas-DJF,GWL-30,NorESM1-M,HIRHAM5,0.186792536774342,1840.6
