GCM-RCM;ZH;deltaDegre;ref;fut;surface
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;H3;2.009;4.336;6.345;4070
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;H6;1.975;4.429;6.404;2312
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;P0;2.045;2.314;4.359;3289
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;H5;1.937;4.968;6.905;2035
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;P2;1.784;5.53;7.314;3067
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;P1;1.991;3.443;5.434;3300
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;P4;1.793;5.778;7.571;1282
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;P3;1.848;4.336;6.184;2449
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;P6;1.783;5.754;7.537;3747
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;P5;1.787;6.332;8.119;2394
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;X0;1.81;-2.12;-0.31;4831
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;X2;1.936;2.355;4.29;2298
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;G7;1.858;5.395;7.253;480
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;X1;2.049;1.91;3.96;4603
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;G6;1.87;5.127;6.998;453
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;X3;1.885;4.762;6.648;2640
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;O7;2.112;1.811;3.923;5706
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;O6;1.84;6.005;7.846;7252
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;O9;1.807;6.322;8.129;6512
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;O8;1.812;5.415;7.227;5821
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;G1;1.908;4.717;6.624;346
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;G0;1.972;4.186;6.158;762
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;G3;1.927;4.711;6.638;228
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;G2;1.932;4.447;6.379;1033
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;G5;1.875;5.416;7.291;242
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;S3;1.814;7.115;8.93;1523
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;G4;1.917;4.853;6.77;300
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;S2;1.872;6.408;8.28;2029
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;S5;1.975;8.221;10.196;370
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;S4;1.878;7.453;9.331;1554
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;S6;2.068;7.309;9.376;200
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;S9;2.04;3.415;5.455;74
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;K1;2.038;3.387;5.425;11062
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;K0;2.061;2.085;4.145;7272
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;S1;1.769;7.092;8.861;2790
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;S0;1.772;6.833;8.606;1911
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;J9;1.839;6.273;8.112;1522
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;B2;2.101;2.544;4.645;1439
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;B1;2.163;2.007;4.17;1321
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;B4;2.072;2.698;4.77;1652
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;B3;2.021;3.015;5.036;945
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;B6;2.033;2.398;4.431;90
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;B5;2.043;2.953;4.995;1446
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;J2;1.656;6.766;8.422;1956
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;B7;2.026;2.528;4.554;470
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;J1;1.804;6.292;8.096;2960
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;J4;1.687;6.854;8.541;2856
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;J3;1.651;6.93;8.581;4241
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;J6;1.745;6.705;8.45;1618
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;J5;1.742;6.061;7.803;2612
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;J8;1.829;5.909;7.738;3605
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;R2;1.846;5.901;7.747;1191
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;J7;1.897;5.79;7.687;5707
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;B0;2.154;1.969;4.124;447
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;R1;1.826;5.599;7.425;1460
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;R4;1.809;6.319;8.127;881
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;R3;1.838;6.254;8.092;1497
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;R6;1.824;6.107;7.931;1327
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;R5;1.815;6.465;8.28;1378
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;R8;1.681;7.096;8.777;55
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;J0;1.877;6.017;7.894;2767
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;R7;1.798;6.639;8.438;772
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;A9;2.167;2.342;4.509;3836
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;A8;2.102;2.715;4.817;2079
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;R0;1.867;5.524;7.391;1348
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;I9;1.852;5.361;7.212;1107
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;Z4;1.557;8.027;9.585;3
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;A1;2.215;1.938;4.153;1808
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;I8;1.852;5.308;7.159;477
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;A0;2.214;2.734;4.947;895
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;Z6;1.749;7.168;8.917;175
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;A3;2.224;2.513;4.737;2549
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;Z5;1.63;7.523;9.152;254
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;Z8;1.719;8.882;10.601;27
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;A2;2.187;2.196;4.382;2953
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;A5;2.222;2.306;4.528;1930
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;A4;2.146;1.513;3.659;1784
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;Q9;2;6.641;8.641;1028
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;A7;2.16;2.655;4.815;2670
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;A6;2.147;2.094;4.241;3092
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;Q8;1.971;7.557;9.528;1083
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;I1;1.888;5.351;7.239;1809
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;I0;1.943;4.83;6.773;1308
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;I3;1.854;5.835;7.69;543
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;I2;1.899;4.836;6.735;2971
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;I5;1.691;6.63;8.32;1468
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;I4;1.807;5.73;7.537;2063
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;I7;1.792;5.936;7.728;1112
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_DJF.nc;I6;1.693;6.718;8.411;1255
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;M1;2.196;18.892;21.088;8294
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;M0;2.132;18.68;20.811;7963
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;M3;2.023;18.175;20.198;5838
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;M2;2.029;19.497;21.526;21
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;U4;2.386;19.755;22.141;4014
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;U1;2.253;18.934;21.187;5793
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;U0;2.241;18.507;20.749;6186
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;U3;2.265;19.538;21.803;5720
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;U2;2.321;17.646;19.967;7728
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;L4;2.284;18.547;20.831;3885
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;L3;2.174;19.584;21.757;818
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;L6;2.168;19.587;21.755;1772
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;L5;2.235;19.021;21.256;3913
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;L8;2.185;19.437;21.622;3667
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;L7;2.165;19.608;21.772;1312
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;D0;2.083;17.381;19.463;1133
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;L9;2.101;19.52;21.621;1484
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;L0;2.25;18.386;20.636;4402
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;L2;2.141;19.384;21.524;3218
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;L1;2.163;19.376;21.539;1841
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;K3;2.296;18.274;20.57;5605
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;K2;2.378;16.675;19.053;8745
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;K5;2.295;18.848;21.144;6822
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;K4;2.23;19.07;21.301;10008
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;K7;2.212;19.308;21.519;3446
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;K6;2.233;19.233;21.466;7121
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;O1;2.31;17.93;20.24;4132
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;O0;2.327;16.744;19.071;5818
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;O3;2.375;18.576;20.951;5301
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;O2;2.186;20.714;22.9;5193
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;O5;2.368;19.65;22.018;5961
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;O4;2.285;19.878;22.163;4491
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;F6;2.17;18.444;20.615;7321
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;W1;2.679;12.727;15.405;3064
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;F5;2.24;18.14;20.38;5515
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;W0;2.671;11.897;14.568;2711
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;W3;2.466;18.281;20.747;2497
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;W2;2.621;13.109;15.73;3619
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;F7;2.17;19.422;21.592;1105
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;N6;2.021;19.891;21.912;771
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;N5;2.068;19.497;21.565;404
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;N8;1.944;19.867;21.81;1301
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;N7;2.049;19.368;21.417;590
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;F0;2.219;18.575;20.794;3972
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;F2;2.19;18.922;21.112;1712
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;F1;2.199;18.592;20.791;4595
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;F4;2.217;18.895;21.112;9621
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;F3;2.262;18.747;21.009;10836
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;N0;1.809;18.999;20.808;1075
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;N2;1.889;19.243;21.132;619
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;N1;1.905;19.082;20.987;753
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;N4;2.102;19.646;21.748;1216
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;N3;1.998;19.24;21.239;1973
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;V6;2.228;20.721;22.949;2137
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;V5;2.387;20.412;22.799;5731
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;V7;2.15;22.395;24.545;3702
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;E5;1.896;16.934;18.83;3202
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;V0;2.662;15.052;17.713;3445
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;E4;1.777;17.112;18.889;2241
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;V2;2.419;17.112;19.531;3760
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;E6;1.972;17.399;19.371;6568
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;V1;2.498;17.94;20.438;5949
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;V4;2.471;19.276;21.747;4936
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;V3;2.485;19.613;22.098;5191
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;M5;2.1;19.356;21.456;1856
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;M4;2.024;19.4;21.424;233
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;M7;2.076;19.074;21.15;2356
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;M6;2.023;19.079;21.102;2540
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;M8;1.933;19.097;21.03;2581
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;E1;2.024;17.717;19.742;2658
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;E3;1.945;17.487;19.432;2825
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;Q1;2.025;20.151;22.176;1586
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;E2;2.01;17.796;19.805;1210
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;Q0;2.07;18.879;20.949;2461
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;Q3;1.897;20.345;22.242;2194
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;Q2;2.053;20.356;22.409;3146
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;Q5;1.898;19.778;21.677;1425
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;Q4;2.65;14.039;16.689;1368
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;Q7;1.936;18.806;20.742;1534
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;Y9;2.119;20.912;23.031;2858
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;Q6;3.18;15.357;18.537;1089
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;Y8;2.262;20.439;22.702;2698
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;Y1;2.179;20.297;22.476;5327
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;Y0;2.228;19.455;21.683;5199
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;Y3;2.091;22.922;25.014;3125
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;Y2;2.216;21.071;23.287;4403
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;H7;1.781;17.429;19.209;628
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;Y5;2.201;21.795;23.996;4493
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;Y4;2.08;22.417;24.497;4635
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;Y7;2.122;20.41;22.532;3118
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;Y6;2.531;16.319;18.851;3977
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;P8;2.07;20.303;22.373;1037
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;P7;2.148;20.005;22.153;2799
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;H0;2.078;17.773;19.85;4977
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;P9;2.026;20.794;22.82;594
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;H2;2.067;18.012;20.079;4017
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;H1;2.176;18.149;20.325;7940
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;H4;2.095;18.027;20.122;6017
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;H3;1.983;17.784;19.767;4070
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;H6;1.968;17.366;19.335;2312
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;P0;2.39;16.212;18.603;3289
tasAdjust_FR_rcp85_EC-EARTH_RACMO22E_ADAMONT_seasmean_1950-2100_JJA.nc;H5;1.801;17.293;19.095;2035
