GCM-RCM;ZH;delta%;ref;fut;surface
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;H0;-12.3;197.757;173.487;4977
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;P9;-14.3;151.361;129.693;594
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;H2;-6.3;169.202;158.554;4017
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;H1;-14.8;197.299;168.048;7940
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;H4;-10;151.158;136.035;6017
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;H3;-9.3;171.292;155.365;4070
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;H6;-5.3;163.084;154.401;2312
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;P0;-14.8;259.789;221.219;3289
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;H5;-2.3;184.501;180.183;2035
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;P2;-20.9;201.847;159.604;3067
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;P1;-17.3;252.719;209.089;3300
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;P4;-19.4;195.179;157.373;1282
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;P3;-15.7;235.96;198.945;2449
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;P6;-19;186.049;150.617;3747
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;P5;-21;168.026;132.707;2394
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;X0;-15.4;217.702;184.206;4831
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;X2;-24.1;184.141;139.771;2298
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;G7;2;182.28;185.978;480
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;X1;-17.7;178.509;146.846;4603
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;G6;1.9;185.117;188.707;453
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;X3;-22.2;116.892;90.995;2640
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;O7;-10.7;211.001;188.422;5706
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;O6;-20.3;164.743;131.264;7252
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;O9;-14.7;166.178;141.817;6512
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;O8;-18.3;189.675;154.931;5821
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;G1;1.3;184.557;186.871;346
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;G0;-3.9;188.765;181.463;762
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;G3;3.1;185.991;191.756;228
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;G2;0.6;189.359;190.574;1033
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;G5;2.2;172.254;176.076;242
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;S3;-15.8;169.577;142.82;1523
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;G4;3.5;183.127;189.623;300
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;S2;-12.4;179.599;157.295;2029
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;S5;-6.5;250.86;234.528;370
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;S4;-15.1;193.948;164.624;1554
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;S6;-5.8;262.374;247.139;200
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;S9;-16.3;350.247;293.052;74
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;K1;-10.3;204.359;183.239;11062
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;K0;-9.2;224.939;204.184;7272
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;S1;-5.5;149.985;141.693;2790
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;S0;-3.3;142.18;137.452;1911
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;J9;-9.6;126.007;113.964;1522
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;B2;-9.3;207.7;188.442;1439
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;B1;-6.3;216.114;202.584;1321
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;B4;-13.4;209.417;181.368;1652
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;B3;-14.7;215.917;184.191;945
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;B6;-10.8;248.357;221.438;90
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;B5;-10.5;231.595;207.34;1446
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;J2;-1.8;144.281;141.618;1956
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;B7;-11.6;243.907;215.508;470
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;J1;-4.8;133.558;127.171;2960
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;J4;-7.9;159.568;146.96;2856
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;J3;-5.1;157.41;149.344;4241
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;J6;-13.1;139.094;120.842;1618
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;J5;-7.2;151.362;140.514;2612
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;J8;-10;134.337;120.928;3605
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;R2;-8.2;157.065;144.258;1191
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;J7;-4.7;133.332;127.102;5707
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;B0;-6.2;210.499;197.372;447
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;R1;-12.4;180.992;158.622;1460
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;R4;-9.9;153.501;138.334;881
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;R3;-7;148.751;138.326;1497
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;R6;-1.7;143.585;141.093;1327
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;R5;-5;152.145;144.578;1378
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;R8;0.8;118.211;119.121;55
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;J0;-3;146.617;142.174;2767
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;R7;0.9;140.885;142.091;772
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;A9;-7.8;208.696;192.477;3836
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;A8;-12.9;194.771;169.704;2079
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;R0;-9.6;160.294;144.893;1348
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;I9;4.5;178.383;186.483;1107
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;Z4;-2;133.617;130.891;3
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;A1;0.8;242.114;244.116;1808
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;I8;2.7;187.332;192.346;477
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;A0;1.3;208.858;211.562;895
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;Z6;-0.1;119.4;119.257;175
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;A3;-0.8;205.347;203.65;2549
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;Z5;-3.8;113.787;109.502;254
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;Z8;-53.4;70.605;32.897;27
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;A2;0;233.662;233.661;2953
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;A5;-6.5;211.794;198.02;1930
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;A4;-4.8;295.557;281.46;1784
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;Q9;-9;275.727;250.912;1028
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;A7;-10.4;195.8;175.362;2670
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;A6;-5.5;250.435;236.722;3092
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;Q8;-10.8;236.808;211.156;1083
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;I1;1.5;156.954;159.282;1809
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;I0;-1.1;173.472;171.569;1308
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;I3;5.5;157.413;166.027;543
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;I2;0.3;163.032;163.501;2971
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;I5;-1.3;164.563;162.369;1468
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;I4;2.9;170.688;175.631;2063
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;I7;0.1;180.975;181.164;1112
prtotAdjust_FR_rcp85_EC-EARTH_RCA4_ADAMONT_seassum_1970-2100_JJA.nc;I6;-1.1;149.013;147.346;1255
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;M1;34.9;174.276;235.019;8294
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;M0;26.9;207.952;263.815;7963
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;M3;25.5;230.887;289.852;5838
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;M2;38.3;182.076;251.863;21
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;U4;45;202.775;293.99;4014
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;U1;40.3;248.495;348.53;5793
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;U0;42.3;267.437;380.63;6186
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;U3;43.4;226.95;325.365;5720
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;U2;31.7;332.097;437.462;7728
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;L4;35.3;230.56;312.012;3885
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;L3;45.8;171.01;249.354;818
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;L6;45.4;185.942;270.388;1772
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;L5;40.1;234.242;328.287;3913
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;L8;38.2;188.619;260.697;3667
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;L7;41.6;168.749;238.922;1312
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;D0;21.8;226.253;275.51;1133
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;L9;35.7;175.791;238.478;1484
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;L0;33.8;300.663;402.312;4402
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;L2;46;209.145;305.33;3218
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;L1;45.6;216.922;315.74;1841
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;K3;34.1;185.901;249.2;5605
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;K2;37;193.414;265;8745
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;K5;42.1;191.714;272.344;6822
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;K4;44.9;182.465;264.419;10008
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;K7;42.6;189.731;270.507;3446
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;K6;45.8;188.225;274.429;7121
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;O1;10.6;266.174;294.294;4132
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;O0;11.6;308.771;344.701;5818
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;O3;34.2;249.635;335.126;5301
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;O2;19;178.62;212.527;5193
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;O5;24.4;229.664;285.61;5961
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;O4;18.2;263.222;311.209;4491
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;F6;29.2;186.826;241.307;7321
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;W1;29.3;331.777;429.006;3064
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;F5;26.5;271.746;343.841;5515
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;W0;32.8;396.191;526.066;2711
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;W3;32;246.233;324.921;2497
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;W2;39.1;316.875;440.706;3619
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;F7;26.9;160.485;203.652;1105
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;N6;39.6;226.39;316.054;771
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;N5;32.2;245.527;324.53;404
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;N8;36.4;221.213;301.705;1301
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;N7;28.5;247.41;317.973;590
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;F0;35.1;214.115;289.334;3972
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;F2;33;180.727;240.338;1712
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;F1;33.3;208.652;278.127;4595
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;F4;36.7;171.646;234.725;9621
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;F3;38.5;220.742;305.813;10836
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;N0;33.1;225.642;300.427;1075
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;N2;32.6;233.69;309.921;619
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;N1;32.8;234.777;311.695;753
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;N4;38.4;240.253;332.582;1216
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;N3;28.5;244.462;314.03;1973
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;V6;39.4;170.273;237.307;2137
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;V5;47.2;224.403;330.271;5731
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;V7;30;192.874;250.767;3702
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;E5;31.9;251.853;332.146;3202
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;V0;37.8;412.872;569.096;3445
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;E4;34.7;203.234;273.76;2241
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;V2;29.3;425.514;550.089;3760
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;E6;29.6;190.494;246.891;6568
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;V1;35;345.202;465.982;5949
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;V4;43.7;203.225;291.991;4936
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;V3;47.5;178.687;263.639;5191
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;M5;37;185.061;253.548;1856
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;M4;38.1;181.52;250.754;233
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;M7;28.8;242.117;311.877;2356
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;M6;31.5;224.564;295.205;2540
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;M8;29.7;233.315;302.675;2581
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;E1;28.6;183.88;236.401;2658
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;E3;31;193.392;253.296;2825
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;Q1;21.6;282.65;343.614;1586
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;E2;28.7;194.002;249.63;1210
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;Q0;18.2;288.967;341.683;2461
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;Q3;22.4;319.253;390.776;2194
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;Q2;26.5;260.335;329.298;3146
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;Q5;18.4;346.939;410.718;1425
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;Q4;11.2;392.935;437.117;1368
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;Q7;19.7;446.007;533.758;1534
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;Y9;20.6;282.667;340.845;2858
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;Q6;13.4;578.714;656.396;1089
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;Y8;10.1;320.017;352.21;2698
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;Y1;17.5;237.4;278.865;5327
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;Y0;21;203.752;246.613;5199
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;Y3;20.3;179.785;216.347;3125
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;Y2;28.8;269.885;347.714;4403
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;H7;27.6;222.574;284.058;628
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;Y5;14.5;210.094;240.608;4493
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;Y4;11.9;161.383;180.591;4635
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;Y7;17;255.362;298.872;3118
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;Y6;30.5;222.775;290.665;3977
prtotAdjust_FR_rcp85_IPSL-CM5A-MR_HIRHAM5_ADAMONT_seassum_1951-2100_DJF.nc;P8;46.8;234.048;343.497;1037
